Over_Ball,Batting_Team,Bowling_Team,Stadium,Runs_Scored,Extras,Fallen_Wickets,Cumulative_Runs_Scored
14.5,Lahore Qalandars,Peshawar Zalmi,Sheikh Zayed Stadium Abu Dhabi,1,0,5,87
8.4,Islamabad United,Peshawar Zalmi,Sharjah Cricket Stadium,0,0,3,51
3.4,Peshawar Zalmi,Quetta Gladiators,Gaddafi Stadium Lahore,4,0,2,23
5.6,Peshawar Zalmi,Quetta Gladiators,Dubai International Cricket Stadium,0,0,1,37
15.3,Karachi Kings,Quetta Gladiators,Dubai International Cricket Stadium,2,0,3,117
19.5,Islamabad United,Peshawar Zalmi,Rawalpindi Cricket Stadium,0,1,5,194
12.2,Quetta Gladiators,Peshawar Zalmi,Dubai International Cricket Stadium,2,0,2,75
11.2,Peshawar Zalmi,Lahore Qalandars,Dubai International Cricket Stadium,1,0,2,92
13.6,Islamabad United,Quetta Gladiators,National Stadium Karachi,1,0,3,122
17.1,Lahore Qalandars,Karachi Kings,National Stadium Karachi,2,0,4,133
9.2,Lahore Qalandars,Quetta Gladiators,Sharjah Cricket Stadium,6,0,2,71
2.3,Quetta Gladiators,Karachi Kings,Sharjah Cricket Stadium,0,0,1,18
0.2,Karachi Kings,Quetta Gladiators,Dubai International Cricket Stadium,0,0,0,2
9.5,Peshawar Zalmi,Islamabad United,National Stadium Karachi,2,0,3,72
2.2,Peshawar Zalmi,Quetta Gladiators,National Stadium Karachi,0,0,1,10
5.1,Quetta Gladiators,Peshawar Zalmi,Sharjah Cricket Stadium,1,0,1,30
17.5,Karachi Kings,Quetta Gladiators,National Stadium Karachi,0,4,6,125
17.1,Islamabad United,Quetta Gladiators,Sharjah Cricket Stadium,1,0,5,104
1.1,Islamabad United,Lahore Qalandars,Gaddafi Stadium Lahore,0,0,0,4
19.5,Multan Sultans,Quetta Gladiators,Dubai International Cricket Stadium,0,0,9,120
18.6,Islamabad United,Multan Sultans,Dubai International Cricket Stadium,6,0,7,114
15.3,Peshawar Zalmi,Quetta Gladiators,Gaddafi Stadium Lahore,1,0,4,106
7.4,Peshawar Zalmi,Islamabad United,Dubai International Cricket Stadium,6,0,0,73
13.5,Multan Sultans,Islamabad United,Dubai International Cricket Stadium,6,0,4,69
15.6,Peshawar Zalmi,Multan Sultans,Dubai International Cricket Stadium,1,0,4,102
4.6,Islamabad United,Multan Sultans,Sharjah Cricket Stadium,0,0,1,46
3.3,Multan Sultans,Quetta Gladiators,Dubai International Cricket Stadium,4,0,1,11
14.6,Karachi Kings,Islamabad United,Sharjah Cricket Stadium,4,0,1,106
1.5,Karachi Kings,Quetta Gladiators,Dubai International Cricket Stadium,1,0,0,15
18.5,Islamabad United,Quetta Gladiators,Dubai International Cricket Stadium,0,0,7,144
10.1,Quetta Gladiators,Islamabad United,Sharjah Cricket Stadium,6,0,3,66
16.5,Lahore Qalandars,Karachi Kings,Dubai International Cricket Stadium,0,0,5,108
9.3,Multan Sultans,Quetta Gladiators,Dubai International Cricket Stadium,0,0,2,60
8.3,Multan Sultans,Peshawar Zalmi,Dubai International Cricket Stadium,1,0,1,54
9.2,Karachi Kings,Islamabad United,Dubai International Cricket Stadium,0,0,3,50
8.6,Lahore Qalandars,Multan Sultans,Gaddafi Stadium Lahore,1,0,3,79
2.2,Karachi Kings,Quetta Gladiators,Dubai International Cricket Stadium,1,0,0,21
8.6,Karachi Kings,Lahore Qalandars,Dubai International Cricket Stadium,1,0,3,60
17.3,Lahore Qalandars,Islamabad United,Dubai International Cricket Stadium,1,0,4,150
11.4,Quetta Gladiators,Peshawar Zalmi,Sharjah Cricket Stadium,6,0,3,81
5.5,Quetta Gladiators,Peshawar Zalmi,Sharjah Cricket Stadium,6,0,1,57
4.4,Karachi Kings,Islamabad United,Sharjah Cricket Stadium,0,0,3,25
2.5,Quetta Gladiators,Peshawar Zalmi,Dubai International Cricket Stadium,0,0,2,6
6.4,Quetta Gladiators,Peshawar Zalmi,Sharjah Cricket Stadium,1,0,1,33
18.1,Peshawar Zalmi,Lahore Qalandars,Dubai International Cricket Stadium,0,0,4,145
17.2,Peshawar Zalmi,Lahore Qalandars,Dubai International Cricket Stadium,4,0,4,139
14.4,Peshawar Zalmi,Multan Sultans,Dubai International Cricket Stadium,1,0,3,99
13.6,Peshawar Zalmi,Islamabad United,Sharjah Cricket Stadium,0,0,6,78
16.4,Islamabad United,Peshawar Zalmi,Dubai International Cricket Stadium,1,0,3,148
1.2,Lahore Qalandars,Karachi Kings,Dubai International Cricket Stadium,1,0,0,9
12.6,Islamabad United,Multan Sultans,Sharjah Cricket Stadium,0,0,2,117
5.1,Multan Sultans,Islamabad United,Gaddafi Stadium Lahore,4,0,0,35
1.5,Lahore Qalandars,Quetta Gladiators,Sharjah Cricket Stadium,1,0,0,15
8.1,Quetta Gladiators,Karachi Kings,Sharjah Cricket Stadium,0,0,2,67
14.5,Multan Sultans,Quetta Gladiators,Dubai International Cricket Stadium,4,0,3,88
14.2,Multan Sultans,Peshawar Zalmi,Dubai International Cricket Stadium,1,0,2,108
18.4,Multan Sultans,Peshawar Zalmi,Dubai International Cricket Stadium,1,0,3,170
9.2,Peshawar Zalmi,Karachi Kings,National Stadium Karachi,0,0,0,86
18.1,Karachi Kings,Islamabad United,National Stadium Karachi,1,0,7,155
8.3,Peshawar Zalmi,Karachi Kings,Gaddafi Stadium Lahore,1,0,0,104
4.5,Islamabad United,Karachi Kings,Dubai International Cricket Stadium,1,0,1,39
8.5,Karachi Kings,Lahore Qalandars,Dubai International Cricket Stadium,1,0,1,82
0.7,Peshawar Zalmi,Lahore Qalandars,Rawalpindi Cricket Stadium,4,0,0,12
12.6,Lahore Qalandars,Islamabad United,Dubai International Cricket Stadium,1,0,2,108
12.2,Quetta Gladiators,Peshawar Zalmi,National Stadium Karachi,0,0,2,89
4.3,Peshawar Zalmi,Islamabad United,National Stadium Karachi,1,0,0,44
8.2,Quetta Gladiators,Peshawar Zalmi,Dubai International Cricket Stadium,1,0,2,44
14.6,Multan Sultans,Quetta Gladiators,Sharjah Cricket Stadium,6,1,3,110
8.2,Quetta Gladiators,Karachi Kings,Sharjah Cricket Stadium,1,0,2,68
2.2,Quetta Gladiators,Lahore Qalandars,Gaddafi Stadium Lahore,0,0,2,13
0.3,Karachi Kings,Islamabad United,Dubai International Cricket Stadium,0,0,0,2
14.1,Islamabad United,Multan Sultans,Dubai International Cricket Stadium,1,0,6,87
13.3,Peshawar Zalmi,Quetta Gladiators,Sheikh Zayed Stadium Abu Dhabi,0,0,1,97
10.5,Lahore Qalandars,Peshawar Zalmi,Dubai International Cricket Stadium,0,0,6,60
1.3,Peshawar Zalmi,Karachi Kings,Dubai International Cricket Stadium,1,0,0,16
2.5,Islamabad United,Quetta Gladiators,Sharjah Cricket Stadium,4,0,1,20
8.1,Islamabad United,Lahore Qalandars,National Stadium Karachi,1,0,2,87
19.2,Multan Sultans,Lahore Qalandars,Sharjah Cricket Stadium,0,0,5,194
1.1,Karachi Kings,Islamabad United,Dubai International Cricket Stadium,0,0,0,2
8.3,Quetta Gladiators,Lahore Qalandars,Gaddafi Stadium Lahore,4,0,6,28
12.5,Peshawar Zalmi,Islamabad United,Dubai International Cricket Stadium,1,0,2,128
7.5,Multan Sultans,Karachi Kings,Multan Cricket Stadium,0,1,1,64
1.3,Karachi Kings,Islamabad United,Dubai International Cricket Stadium,4,0,0,19
3.4,Karachi Kings,Peshawar Zalmi,Sharjah Cricket Stadium,1,0,0,33
3.6,Lahore Qalandars,Karachi Kings,Dubai International Cricket Stadium,1,0,0,31
12.5,Islamabad United,Quetta Gladiators,Dubai International Cricket Stadium,1,0,5,83
9.2,Peshawar Zalmi,Quetta Gladiators,Dubai International Cricket Stadium,1,0,2,68
9.6,Karachi Kings,Multan Sultans,Dubai International Cricket Stadium,1,0,0,93
4.1,Islamabad United,Multan Sultans,Dubai International Cricket Stadium,0,0,1,25
17.2,Multan Sultans,Peshawar Zalmi,Sharjah Cricket Stadium,0,1,4,131
0.5,Peshawar Zalmi,Lahore Qalandars,Gaddafi Stadium Lahore,0,0,1,1
16.6,Islamabad United,Lahore Qalandars,National Stadium Karachi,1,0,3,197
9.2,Peshawar Zalmi,Quetta Gladiators,Gaddafi Stadium Lahore,1,0,1,71
0.3,Lahore Qalandars,Multan Sultans,National Stadium Karachi,0,0,0,8
14.4,Multan Sultans,Quetta Gladiators,Dubai International Cricket Stadium,0,0,3,84
5.4,Islamabad United,Quetta Gladiators,Dubai International Cricket Stadium,4,0,1,40
18.5,Peshawar Zalmi,Karachi Kings,Sharjah Cricket Stadium,0,0,7,135
5.1,Karachi Kings,Lahore Qalandars,Dubai International Cricket Stadium,0,0,2,36
1.7,Islamabad United,Karachi Kings,Sharjah Cricket Stadium,0,0,1,8
17.1,Lahore Qalandars,Karachi Kings,Dubai International Cricket Stadium,6,0,6,124
15.6,Islamabad United,Multan Sultans,Dubai International Cricket Stadium,1,0,9,106
3.3,Peshawar Zalmi,Multan Sultans,Dubai International Cricket Stadium,0,0,2,22
16.5,Karachi Kings,Islamabad United,Sharjah Cricket Stadium,1,0,3,118
11.3,Quetta Gladiators,Peshawar Zalmi,National Stadium Karachi,1,0,2,82
0.5,Peshawar Zalmi,Karachi Kings,Gaddafi Stadium Lahore,0,0,0,1
5.3,Multan Sultans,Karachi Kings,Gaddafi Stadium Lahore,2,0,1,37
12.2,Karachi Kings,Lahore Qalandars,Gaddafi Stadium Lahore,0,0,3,90
19.3,Lahore Qalandars,Karachi Kings,Dubai International Cricket Stadium,0,0,6,132
16.3,Peshawar Zalmi,Quetta Gladiators,Sheikh Zayed Stadium Abu Dhabi,0,1,2,128
1.2,Peshawar Zalmi,Quetta Gladiators,Dubai International Cricket Stadium,2,0,1,8
3.4,Karachi Kings,Quetta Gladiators,Dubai International Cricket Stadium,2,0,0,31
17.3,Karachi Kings,Peshawar Zalmi,National Stadium Karachi,0,1,2,165
16.4,Karachi Kings,Islamabad United,Sharjah Cricket Stadium,1,0,6,97
19.3,Peshawar Zalmi,Quetta Gladiators,Dubai International Cricket Stadium,1,0,4,146
10.1,Peshawar Zalmi,Lahore Qalandars,Rawalpindi Cricket Stadium,0,0,6,118
14.2,Karachi Kings,Multan Sultans,Dubai International Cricket Stadium,1,0,1,108
18.3,Lahore Qalandars,Peshawar Zalmi,Sheikh Zayed Stadium Abu Dhabi,1,0,6,107
2.4,Peshawar Zalmi,Islamabad United,National Stadium Karachi,0,0,1,12
7.3,Quetta Gladiators,Peshawar Zalmi,Sharjah Cricket Stadium,6,0,1,91
5.4,Peshawar Zalmi,Karachi Kings,Rawalpindi Cricket Stadium,2,0,2,25
3.5,Lahore Qalandars,Karachi Kings,Dubai International Cricket Stadium,4,0,1,30
19.6,Quetta Gladiators,Peshawar Zalmi,Dubai International Cricket Stadium,1,0,10,128
14.7,Peshawar Zalmi,Multan Sultans,Multan Cricket Stadium,0,0,7,105
0.3,Karachi Kings,Peshawar Zalmi,National Stadium Karachi,0,0,0,0
4.3,Multan Sultans,Islamabad United,Dubai International Cricket Stadium,0,0,2,16
9.1,Multan Sultans,Peshawar Zalmi,Dubai International Cricket Stadium,2,0,1,59
19.7,Peshawar Zalmi,Karachi Kings,Dubai International Cricket Stadium,6,0,9,131
16.6,Peshawar Zalmi,Multan Sultans,Dubai International Cricket Stadium,1,0,4,107
14.1,Multan Sultans,Lahore Qalandars,Dubai International Cricket Stadium,1,0,2,111
19.1,Karachi Kings,Multan Sultans,Dubai International Cricket Stadium,0,0,3,177
0.5,Lahore Qalandars,Quetta Gladiators,Dubai International Cricket Stadium,0,0,0,5
3.1,Lahore Qalandars,Multan Sultans,National Stadium Karachi,4,0,0,25
5.2,Peshawar Zalmi,Islamabad United,Sharjah Cricket Stadium,0,0,2,29
4.3,Islamabad United,Lahore Qalandars,Dubai International Cricket Stadium,0,0,0,29
1.5,Multan Sultans,Quetta Gladiators,Dubai International Cricket Stadium,0,0,1,12
6.4,Karachi Kings,Multan Sultans,Dubai International Cricket Stadium,4,0,0,59
7.3,Islamabad United,Lahore Qalandars,Dubai International Cricket Stadium,1,0,0,62
7.4,Multan Sultans,Quetta Gladiators,Sharjah Cricket Stadium,0,0,2,57
15.1,Lahore Qalandars,Karachi Kings,Dubai International Cricket Stadium,1,0,6,104
10.4,Karachi Kings,Quetta Gladiators,Dubai International Cricket Stadium,0,5,1,75
9.4,Lahore Qalandars,Karachi Kings,National Stadium Karachi,0,0,2,74
18.2,Multan Sultans,Karachi Kings,Multan Cricket Stadium,0,1,4,175
15.3,Multan Sultans,Karachi Kings,Sheikh Zayed Stadium Abu Dhabi,0,0,5,84
2.5,Islamabad United,Multan Sultans,Dubai International Cricket Stadium,1,0,1,17
0.4,Peshawar Zalmi,Quetta Gladiators,Rawalpindi Cricket Stadium,1,0,0,2
16.2,Quetta Gladiators,Peshawar Zalmi,Dubai International Cricket Stadium,0,0,4,112
16.2,Karachi Kings,Peshawar Zalmi,Dubai International Cricket Stadium,1,0,5,87
0.3,Multan Sultans,Lahore Qalandars,Dubai International Cricket Stadium,0,0,0,0
17.6,Peshawar Zalmi,Quetta Gladiators,Dubai International Cricket Stadium,1,0,5,133
6.5,Lahore Qalandars,Quetta Gladiators,Sharjah Cricket Stadium,0,0,2,53
3.2,Lahore Qalandars,Peshawar Zalmi,Dubai International Cricket Stadium,3,0,3,27
15.5,Islamabad United,Quetta Gladiators,Rawalpindi Cricket Stadium,0,0,4,157
11.6,Islamabad United,Quetta Gladiators,Dubai International Cricket Stadium,1,0,4,82
14.2,Quetta Gladiators,Lahore Qalandars,Dubai International Cricket Stadium,1,0,5,82
19.1,Lahore Qalandars,Islamabad United,Dubai International Cricket Stadium,6,0,6,167
4.6,Islamabad United,Multan Sultans,Dubai International Cricket Stadium,0,0,2,26
14.6,Multan Sultans,Lahore Qalandars,Dubai International Cricket Stadium,4,0,2,127
2.1,Karachi Kings,Islamabad United,Sharjah Cricket Stadium,0,0,1,10
0.1,Quetta Gladiators,Lahore Qalandars,Dubai International Cricket Stadium,0,0,0,0
11.5,Quetta Gladiators,Karachi Kings,Dubai International Cricket Stadium,1,0,1,99
8.6,Karachi Kings,Lahore Qalandars,Dubai International Cricket Stadium,0,0,1,82
10.1,Peshawar Zalmi,Karachi Kings,Dubai International Cricket Stadium,0,0,0,88
3.5,Islamabad United,Peshawar Zalmi,Dubai International Cricket Stadium,1,0,0,27
15.6,Peshawar Zalmi,Karachi Kings,Gaddafi Stadium Lahore,0,1,7,170
8.6,Karachi Kings,Quetta Gladiators,Dubai International Cricket Stadium,1,0,2,55
12.5,Lahore Qalandars,Karachi Kings,Dubai International Cricket Stadium,0,0,3,89
10.6,Lahore Qalandars,Karachi Kings,Dubai International Cricket Stadium,1,0,2,82
13.4,Multan Sultans,Quetta Gladiators,Dubai International Cricket Stadium,0,0,3,80
15.1,Lahore Qalandars,Peshawar Zalmi,Dubai International Cricket Stadium,0,0,10,78
2.5,Islamabad United,Quetta Gladiators,Dubai International Cricket Stadium,1,0,1,13
10.3,Karachi Kings,Quetta Gladiators,National Stadium Karachi,0,0,2,76
0.6,Peshawar Zalmi,Lahore Qalandars,Rawalpindi Cricket Stadium,1,0,0,8
3.4,Lahore Qalandars,Karachi Kings,Dubai International Cricket Stadium,0,1,1,28
7.4,Karachi Kings,Multan Sultans,Dubai International Cricket Stadium,1,0,1,42
8.3,Karachi Kings,Islamabad United,Sharjah Cricket Stadium,0,0,3,44
11.3,Lahore Qalandars,Multan Sultans,Gaddafi Stadium Lahore,0,0,4,89
9.2,Multan Sultans,Quetta Gladiators,Dubai International Cricket Stadium,6,0,2,60
13.5,Lahore Qalandars,Quetta Gladiators,Sharjah Cricket Stadium,0,0,3,112
7.1,Islamabad United,Quetta Gladiators,Dubai International Cricket Stadium,0,0,2,47
8.5,Lahore Qalandars,Karachi Kings,National Stadium Karachi,0,0,2,72
13.4,Multan Sultans,Quetta Gladiators,Multan Cricket Stadium,6,0,3,108
15.2,Quetta Gladiators,Karachi Kings,Sharjah Cricket Stadium,1,0,3,128
14.3,Multan Sultans,Karachi Kings,Multan Cricket Stadium,1,0,2,125
11.1,Lahore Qalandars,Karachi Kings,Dubai International Cricket Stadium,1,0,3,66
4.5,Lahore Qalandars,Quetta Gladiators,Sharjah Cricket Stadium,0,0,0,42
15.4,Peshawar Zalmi,Karachi Kings,National Stadium Karachi,1,0,2,165
2.5,Islamabad United,Peshawar Zalmi,Rawalpindi Cricket Stadium,4,0,1,34
11.3,Multan Sultans,Quetta Gladiators,Sharjah Cricket Stadium,1,0,3,76
2.5,Lahore Qalandars,Quetta Gladiators,Dubai International Cricket Stadium,4,0,0,41
12.4,Quetta Gladiators,Islamabad United,Sheikh Zayed Stadium Abu Dhabi,0,0,3,108
4.6,Karachi Kings,Islamabad United,Sharjah Cricket Stadium,1,0,3,27
9.1,Karachi Kings,Quetta Gladiators,National Stadium Karachi,1,0,2,68
19.2,Lahore Qalandars,Multan Sultans,National Stadium Karachi,0,0,8,134
17.6,Islamabad United,Quetta Gladiators,Dubai International Cricket Stadium,0,0,5,135
18.6,Peshawar Zalmi,Karachi Kings,Dubai International Cricket Stadium,0,0,1,173
11.5,Multan Sultans,Quetta Gladiators,Multan Cricket Stadium,4,0,3,88
15.3,Karachi Kings,Quetta Gladiators,National Stadium Karachi,1,0,5,109
9.6,Quetta Gladiators,Karachi Kings,Dubai International Cricket Stadium,6,0,1,85
6.1,Lahore Qalandars,Quetta Gladiators,Sharjah Cricket Stadium,1,0,0,76
8.2,Quetta Gladiators,Lahore Qalandars,Dubai International Cricket Stadium,3,0,2,46
6.5,Peshawar Zalmi,Islamabad United,National Stadium Karachi,1,0,0,66
6.1,Lahore Qalandars,Karachi Kings,Dubai International Cricket Stadium,0,0,1,42
0.5,Islamabad United,Quetta Gladiators,Dubai International Cricket Stadium,0,0,0,0
8.6,Islamabad United,Karachi Kings,National Stadium Karachi,1,0,2,71
0.1,Islamabad United,Quetta Gladiators,Dubai International Cricket Stadium,0,0,0,0
19.7,Multan Sultans,Lahore Qalandars,Sharjah Cricket Stadium,0,0,6,200
11.4,Islamabad United,Peshawar Zalmi,Dubai International Cricket Stadium,1,0,1,92
13.5,Multan Sultans,Quetta Gladiators,Dubai International Cricket Stadium,2,0,3,82
18.3,Quetta Gladiators,Lahore Qalandars,Gaddafi Stadium Lahore,0,1,8,92
5.5,Lahore Qalandars,Karachi Kings,Sharjah Cricket Stadium,0,0,2,61
19.1,Multan Sultans,Lahore Qalandars,Dubai International Cricket Stadium,1,0,8,114
3.3,Karachi Kings,Islamabad United,Sharjah Cricket Stadium,4,0,1,21
6.5,Islamabad United,Karachi Kings,Dubai International Cricket Stadium,1,0,1,48
8.8,Islamabad United,Multan Sultans,Rawalpindi Cricket Stadium,1,0,7,91
16.5,Lahore Qalandars,Multan Sultans,National Stadium Karachi,1,0,5,122
10.1,Multan Sultans,Karachi Kings,Sheikh Zayed Stadium Abu Dhabi,4,0,3,56
5.5,Islamabad United,Lahore Qalandars,Sharjah Cricket Stadium,0,0,2,37
0.5,Karachi Kings,Islamabad United,Dubai International Cricket Stadium,1,0,0,9
0.6,Lahore Qalandars,Quetta Gladiators,Sharjah Cricket Stadium,4,0,0,13
18.1,Multan Sultans,Peshawar Zalmi,Dubai International Cricket Stadium,4,0,3,163
14.2,Peshawar Zalmi,Quetta Gladiators,Gaddafi Stadium Lahore,1,0,4,102
17.4,Quetta Gladiators,Karachi Kings,Sharjah Cricket Stadium,0,0,3,147
14.4,Karachi Kings,Islamabad United,Dubai International Cricket Stadium,4,0,3,89
14.1,Quetta Gladiators,Peshawar Zalmi,National Stadium Karachi,0,1,3,135
4.1,Islamabad United,Quetta Gladiators,Sharjah Cricket Stadium,0,0,2,25
11.1,Quetta Gladiators,Multan Sultans,Sharjah Cricket Stadium,0,1,4,82
1.5,Islamabad United,Quetta Gladiators,Dubai International Cricket Stadium,0,0,0,3
3.5,Quetta Gladiators,Peshawar Zalmi,National Stadium Karachi,1,0,1,33
4.5,Peshawar Zalmi,Karachi Kings,Dubai International Cricket Stadium,0,0,2,35
17.2,Multan Sultans,Peshawar Zalmi,National Stadium Karachi,4,0,5,129
11.3,Karachi Kings,Quetta Gladiators,National Stadium Karachi,6,0,3,85
17.3,Quetta Gladiators,Peshawar Zalmi,Sharjah Cricket Stadium,0,0,6,130
7.2,Multan Sultans,Peshawar Zalmi,Dubai International Cricket Stadium,0,0,1,71
16.6,Karachi Kings,Quetta Gladiators,National Stadium Karachi,1,0,6,113
17.6,Peshawar Zalmi,Islamabad United,Sharjah Cricket Stadium,1,0,7,132
11.1,Multan Sultans,Quetta Gladiators,Dubai International Cricket Stadium,4,0,2,71
13.1,Islamabad United,Quetta Gladiators,Dubai International Cricket Stadium,1,0,5,58
11.6,Lahore Qalandars,Peshawar Zalmi,Sheikh Zayed Stadium Abu Dhabi,1,0,4,63
17.5,Peshawar Zalmi,Islamabad United,Dubai International Cricket Stadium,4,0,4,158
10.3,Multan Sultans,Lahore Qalandars,Gaddafi Stadium Lahore,1,0,2,76
10.5,Quetta Gladiators,Islamabad United,Sharjah Cricket Stadium,4,0,3,74
17.6,Peshawar Zalmi,Karachi Kings,Sharjah Cricket Stadium,0,0,6,131
6.2,Quetta Gladiators,Lahore Qalandars,Gaddafi Stadium Lahore,0,0,6,21
14.6,Lahore Qalandars,Quetta Gladiators,Sharjah Cricket Stadium,0,0,3,135
15.5,Peshawar Zalmi,Karachi Kings,Dubai International Cricket Stadium,0,0,8,79
2.6,Karachi Kings,Islamabad United,Sharjah Cricket Stadium,1,0,1,16
10.2,Karachi Kings,Quetta Gladiators,Dubai International Cricket Stadium,1,0,1,70
17.1,Karachi Kings,Multan Sultans,Dubai International Cricket Stadium,1,0,2,140
5.1,Islamabad United,Karachi Kings,National Stadium Karachi,0,0,1,35
12.3,Lahore Qalandars,Quetta Gladiators,Gaddafi Stadium Lahore,1,0,3,88
5.1,Islamabad United,Lahore Qalandars,Dubai International Cricket Stadium,4,0,0,38
1.6,Islamabad United,Karachi Kings,Sharjah Cricket Stadium,0,0,1,8
0.4,Lahore Qalandars,Islamabad United,Dubai International Cricket Stadium,1,0,0,1
2.5,Peshawar Zalmi,Quetta Gladiators,Dubai International Cricket Stadium,4,0,1,15
7.3,Peshawar Zalmi,Quetta Gladiators,Dubai International Cricket Stadium,0,0,1,43
5.5,Karachi Kings,Islamabad United,National Stadium Karachi,6,0,1,73
11.4,Lahore Qalandars,Quetta Gladiators,Sharjah Cricket Stadium,1,0,3,80
11.4,Karachi Kings,Islamabad United,Dubai International Cricket Stadium,0,0,2,106
1.4,Peshawar Zalmi,Quetta Gladiators,Gaddafi Stadium Lahore,1,0,1,10
9.2,Lahore Qalandars,Quetta Gladiators,Gaddafi Stadium Lahore,0,0,3,60
9.6,Quetta Gladiators,Karachi Kings,Sharjah Cricket Stadium,1,0,2,86
0.1,Karachi Kings,Peshawar Zalmi,Sharjah Cricket Stadium,0,0,0,0
14.2,Multan Sultans,Quetta Gladiators,Dubai International Cricket Stadium,1,0,3,84
6.5,Karachi Kings,Islamabad United,Sharjah Cricket Stadium,1,0,3,38
19.7,Multan Sultans,Quetta Gladiators,Sharjah Cricket Stadium,0,0,9,160
6.3,Peshawar Zalmi,Islamabad United,Dubai International Cricket Stadium,0,0,0,62
14.7,Quetta Gladiators,Lahore Qalandars,Dubai International Cricket Stadium,4,0,6,89
12.2,Islamabad United,Quetta Gladiators,National Stadium Karachi,0,0,2,113
17.3,Karachi Kings,Lahore Qalandars,Dubai International Cricket Stadium,0,0,7,123
11.4,Islamabad United,Quetta Gladiators,Dubai International Cricket Stadium,1,0,4,47
6.2,Karachi Kings,Quetta Gladiators,Dubai International Cricket Stadium,1,0,2,39
18.2,Multan Sultans,Peshawar Zalmi,Sharjah Cricket Stadium,0,1,5,141
2.3,Lahore Qalandars,Multan Sultans,Gaddafi Stadium Lahore,6,0,0,21
19.4,Lahore Qalandars,Karachi Kings,Dubai International Cricket Stadium,1,0,6,133
17.2,Quetta Gladiators,Peshawar Zalmi,Sharjah Cricket Stadium,1,0,5,130
14.1,Quetta Gladiators,Peshawar Zalmi,Sharjah Cricket Stadium,1,0,3,146
4.2,Quetta Gladiators,Karachi Kings,Dubai International Cricket Stadium,1,0,0,35
6.6,Lahore Qalandars,Peshawar Zalmi,Dubai International Cricket Stadium,1,0,5,51
12.4,Karachi Kings,Peshawar Zalmi,National Stadium Karachi,1,0,2,119
7.4,Islamabad United,Peshawar Zalmi,Dubai International Cricket Stadium,6,0,1,60
15.3,Islamabad United,Multan Sultans,Dubai International Cricket Stadium,0,0,9,104
